From Node ID,To Node ID,Weight
25,19073,1
25,19052,1
25,18955,1
25,18670,1
25,19087,1
26,17755,1
26,17684,1
26,17785,1
26,18098,1
26,18678,1
26,17696,1
27,17684,1
27,17590,1
27,17506,-1
27,16685,1
27,17785,0
27,17676,1
28,18277,1
28,18488,1
28,18396,1
28,18262,1
28,18462,1
28,18492,0
28,18495,1
28,15788,1
28,16320,1
28,18548,1
28,18550,-1
28,18451,1
28,18202,1
29,19077,-1
29,19013,1
29,18973,1
29,19012,-1
29,18683,1
29,18844,1
29,18968,1
29,18881,1
30,16188,1
30,17423,1
30,15812,1
30,16189,0
30,18690,0
31,18636,1
31,16653,1
31,18768,1
31,16508,1
31,18836,1
31,16379,1
31,18074,1
31,15724,1
32,18001,1
32,17214,1
32,18152,1
32,17826,1
32,18192,1
32,17919,1
33,17811,-1
33,17774,0
33,17785,-1
33,17776,-1
33,17764,1
33,17803,-1
34,16361,1
34,16374,1
34,17666,1
34,17138,1
34,17676,1
34,17713,1
34,17151,1
34,15716,1
35,16027,1
35,15709,1
35,15976,1
35,18088,1
35,16068,1
35,17480,1
35,17000,1
35,17463,1
35,16047,1
35,17484,1
35,16267,1
35,17493,1
35,16136,1
35,16400,1
35,17030,1
35,15819,1
35,15999,1
35,16731,1
35,18678,1
35,16014,1
35,17492,1
36,15651,-1
36,16346,1
36,18380,1
36,17842,1
36,18201,1
37,18064,1
37,17963,1
37,16647,1
37,17437,1
37,17687,1
37,18459,0
37,18409,-1
37,17907,1
37,18327,1
38,15613,1
38,15969,1
38,15813,1
38,15652,1
38,18102,1
38,18616,0
38,15622,1
38,16576,1
38,17140,1
38,17158,1
38,18161,1
38,16602,1
38,15815,1
38,15973,1
38,16258,1
38,17987,1
38,16992,1
38,16275,1
38,16256,1
38,16542,1
38,15968,1
38,18045,1
38,16590,1
38,16995,0
38,15814,1
38,16593,1
38,17045,1
38,17142,1
38,17599,1
38,16595,1
38,17612,1
38,16594,1
38,15805,1
38,15845,1
38,16191,1
38,16658,1
38,16190,1
38,15812,1
38,17523,1
38,16273,1
38,16189,1
38,15811,1
38,15614,1
38,16264,1
38,16188,1
38,16504,1
38,16961,1
38,17868,1
38,15925,1
38,15856,1
38,17402,1
38,17233,1
38,16285,1
38,18067,1
38,17786,1
38,17587,1
38,16633,1
38,16575,1
38,16635,1
38,16298,1
38,16259,1
38,16644,1
38,16647,1
38,15964,1
38,16893,1
38,16931,1
39,15973,1
39,16633,1
39,15814,1
39,15813,1
39,16254,-1
39,16191,1
39,18440,-1
39,16635,0
39,17875,-1
39,16190,1
39,16031,1
40,17538,1
40,17420,1
40,16497,1
40,17446,0
40,17158,1
40,17687,1
41,16740,1
41,17212,1
41,17890,1
41,17213,1
41,17811,1
41,16739,1
41,17972,1
41,16750,1
41,17317,1
41,17923,1
41,17590,1
41,16876,1
41,17962,1
41,16877,1
41,17684,1
41,15877,1
41,17878,1
41,16738,1
41,15709,1
41,17953,0
42,17956,1
42,18044,1
42,17910,1
42,17869,-1
42,18116,1
42,17926,1
42,17623,1
43,17962,1
43,17878,1
43,17755,1
43,16060,1
43,17648,1
43,17949,1
43,16470,1
43,17665,1
44,15917,1
44,16504,1
44,17868,1
44,17926,1
44,17449,-1
44,17045,1
44,16793,1
45,17797,1
45,17430,1
45,17851,1
45,16091,1
45,17197,1
45,16460,1
45,15779,1
45,16150,1
45,16168,1
45,16173,1
46,16227,0
46,16087,1
46,18595,1
46,15982,1
46,17713,0
47,16245,1
47,17122,0
47,16647,1
47,16692,1
47,17154,0
47,16141,1
47,16085,0
47,16127,1
47,15754,1
47,16098,1
48,16179,1
48,16892,1
48,17948,1
48,15629,1
48,16818,1
48,15634,1
49,17878,-1
49,17884,1
49,17913,1
49,17479,1
49,17110,0
49,18152,0
49,18002,1
49,17352,1
49,17339,1
49,18538,0
49,17275,1
49,17755,0
49,18426,0
49,16459,1
49,17779,1
49,17684,-1
49,17506,1
49,17654,1
49,17811,-1
49,17950,1
49,18440,-1
49,17972,-1
49,17459,1
50,15862,0
50,17198,1
50,15568,1
50,15801,1
50,16239,1
51,18115,1
51,17878,1
51,18444,1
51,18254,1
51,18190,-1
51,18183,1
51,18168,1
51,15693,1
51,18388,1
51,18022,1
52,15709,1
52,17062,1
52,17645,1
52,15762,1
52,17805,1
52,15887,1
53,16584,1
53,17022,1
53,16248,-1
53,17198,1
53,17275,-1
53,15887,1
54,17176,1
54,18087,0
54,16739,1
54,16887,1
54,18081,1
54,18110,0
55,16791,1
55,17597,-1
55,18175,1
55,17764,1
55,16098,1
56,19083,1
56,18266,1
56,19106,1
56,19095,1
56,18821,1
57,18198,1
57,17813,1
57,17811,0
57,17512,-1
57,17590,1
57,16897,1
57,18105,1
57,17118,1
57,17510,1
57,17462,1
57,17701,1
57,16822,1
57,17665,-1
57,17235,1
57,17681,1
57,17664,-1
57,17743,0
57,17545,1
58,17878,0
58,18056,0
58,17934,0
58,18167,0
58,17939,1
58,18284,1
58,17945,1
58,17949,0
58,17951,0
58,18198,1
58,18003,1
58,18254,0
58,17972,-1
58,18222,-1
58,17755,0
58,18216,1
58,18213,1
58,18248,0
59,16597,1
59,17091,1
59,15968,1
59,15969,1
59,15543,1
59,16338,1
60,18718,1
60,15937,1
60,18836,1
60,16218,1
60,16490,1
60,16223,1
61,17648,1
61,17764,1
61,17972,-1
61,17934,1
61,17923,1
61,17684,-1
61,17701,1
61,17849,-1
61,17898,1
61,16385,1
61,17950,1
61,17958,1
61,17755,-1
61,17420,1
61,17594,1
61,17959,0
61,17769,1
61,17951,1
61,15709,1
61,17696,-1
61,17533,1
61,17945,1
61,16393,1
61,17812,-1
62,15990,1
62,17250,1
62,16019,1
62,17249,1
62,16075,1
62,17717,1
62,17651,1
62,16917,1
62,16676,1
62,17251,0
62,15550,1
63,15621,1
63,16146,1
63,15680,1
63,17149,1
63,17988,1
63,16155,1
63,16046,1
63,15606,1
63,15681,1
63,16904,1
63,16783,1
63,16784,1
64,18285,1
64,18082,1
64,16592,1
64,16365,1
64,18457,0
64,16097,0
64,16765,1
65,16334,1
65,17933,0
65,15865,1
65,15784,1
65,16324,1
65,16188,1
65,16701,1
65,15795,-1
65,15552,1
65,16328,1
65,16312,1
65,16616,1
65,17418,-1
65,16204,1
65,17797,0
65,15925,1
65,16019,1
65,15761,1
65,15788,0
65,18268,1
65,15753,1
65,16596,-1
65,16108,1
65,16524,-1
65,18320,1
65,17233,1
66,16337,1
66,16045,1
66,16118,1
66,16534,1
66,15589,1
66,16338,1
66,16328,1
66,16026,1
66,15655,1
66,15560,1
66,16654,1
66,16096,1
66,16189,1
66,16146,1
66,16098,1
67,18902,1
67,18671,0
67,18738,1
67,18903,1
67,19056,1
67,18567,1
67,18857,1
67,18841,1
67,16182,1
67,19068,1
67,19087,1
67,19055,1
67,18836,1
67,18909,1
68,16089,1
68,17330,1
68,17748,-1
68,17376,1
68,15780,1
68,17939,1
69,17068,1
69,17403,0
69,17395,1
69,17380,1
69,17421,1
69,17317,1
69,17377,0
69,17439,1
69,17379,1
69,17427,-1
69,17390,1
69,17128,1
69,17296,1
69,17247,-1
69,17234,1
69,17464,1
69,17283,1
69,17288,1
69,17200,1
69,17189,0
69,17186,0
70,17811,-1
70,17764,-1
70,17586,1
70,15869,1
70,18183,0
70,17070,1
71,16123,1
71,17359,0
71,16510,1
71,17276,1
71,17264,1
72,18508,1
72,16292,1
72,17523,1
72,16874,0
72,16293,1
72,17085,1
72,18582,0
72,18954,0
72,15753,0
72,16523,-1
73,17337,1
73,18059,1
73,17742,1
73,17843,0
73,17068,1
73,18036,0
74,17795,1
74,16893,1
74,17376,1
74,16286,1
74,16281,1
75,16533,1
75,17645,1
75,16119,1
75,17923,0
75,17805,1
76,15999,1
76,17820,1
76,17449,0
76,18004,1
76,16793,1
77,16863,1
77,16902,1
77,15649,1
77,16534,1
77,16509,1
77,16312,1
77,16337,1
77,15999,1
77,16056,1
77,16416,1
77,15670,1
77,16103,1
77,16585,-1
77,15828,1
77,16420,1
78,17134,1
78,16119,1
78,17239,1
78,16963,1
78,17176,1
78,16313,1
78,16314,1
78,15819,1
78,15859,1
78,15862,1
78,15820,1
78,15801,-1
78,17266,1
79,17983,1
79,17926,1
79,17702,1
79,17701,1
79,17428,1
79,17605,1
80,16080,-1
80,17359,1
80,16500,-1
80,17590,1
80,17449,0
80,17636,0
81,15754,1
81,17314,1
81,17496,0
81,17629,1
81,16855,1
81,15752,1
81,17420,1
82,17905,1
82,17786,1
82,17865,1
82,16658,1
82,18004,1
82,17948,1
83,18838,1
83,18968,1
83,18552,1
83,18831,1
83,18645,1
84,19107,1
84,19093,-1
84,18398,1
84,18928,1
84,19056,1
84,19073,1
84,18754,1
84,19072,1
85,19084,1
85,18896,1
85,18644,1
85,18918,1
85,19077,-1
85,18869,1
85,18919,1
86,17360,1
86,18444,1
86,18673,1
86,18318,-1
86,17878,1
86,18936,1
86,18631,1
86,18937,1
86,18168,1
87,15951,1
87,17786,-1
87,17565,1
87,15881,-1
87,16345,1
87,17875,-1
88,17052,1
88,17084,0
88,17140,1
88,17740,1
88,17021,-1
89,16807,1
89,16793,1
89,18005,1
89,16098,1
89,15543,1
89,17388,1
90,15799,0
90,15999,1
90,16460,1
90,17339,1
90,16649,1
90,17122,1
90,15645,1
91,18424,1
91,18519,1
91,18385,1
91,18500,1
91,17506,1
91,18475,1
91,18457,1
92,17658,1
92,17449,1
92,17331,-1
92,18021,1
92,17830,1
92,17929,-1
92,17611,-1
92,17123,1
92,17597,1
92,18051,0
92,17784,-1
92,17353,1
93,16735,1
93,18242,1
93,18063,0
93,18366,-1
93,18161,1
94,17196,1
94,16833,1
94,16176,-1
94,18083,1
94,16756,1
94,15947,1
94,15694,1
94,18321,1
94,16333,1
94,15808,1
94,16121,1
94,16252,1
94,18319,1
94,15696,1
94,15697,1
94,16428,1
94,18182,1
94,17975,1
94,18499,1
94,17217,1
94,18735,1
94,15931,1
94,16277,1
94,16934,1
94,16885,1
94,16575,1
94,16263,1
94,16116,1
94,16198,1
94,17492,1
94,18434,0
94,16788,1
94,16117,1
94,17453,1
95,17930,1
95,18073,1
95,17953,0
95,17997,1
95,17972,1
95,17684,1
95,17962,1
95,17959,1
95,17890,1
95,18023,1
95,17969,1
96,16739,1
96,15896,1
96,15897,0
96,17086,1
96,17430,1
96,15877,1
97,18784,0
97,18098,1
97,17239,1
97,18690,1
97,18216,0
97,16610,1
97,16166,1
97,17762,1
97,16732,1
97,17531,1
97,17134,1
97,17783,1
97,17575,1
97,17663,1
97,17911,1
97,15704,1
97,16119,1
97,15568,1
97,17769,0
97,16731,1
97,17021,1
97,17368,1
97,17266,1
97,18121,-1
97,17645,1
98,17360,1
98,17430,1
98,17513,1
98,17512,1
98,17275,1
98,17547,1
98,17575,1
99,15704,1
99,18166,1
99,18955,0
99,18944,1
99,18168,-1
99,15947,1
99,18948,1
99,18705,1
99,18238,1
99,18826,1
99,18538,1
99,18664,-1
99,17146,1
99,17648,1
100,18773,1
100,18777,1
100,18909,1
100,18741,1
100,18778,1
101,18549,-1
101,17495,1
101,18533,1
101,18653,1
101,18749,1
101,18792,1
101,18428,1
101,18909,1
101,18627,1
102,17532,1
102,17545,1
102,17590,1
102,17506,1
102,17509,1
102,17512,1
102,17498,1
103,17642,1
103,17451,1
103,17763,1
103,17841,1
103,18223,1
103,17969,1
104,15937,1
104,16008,1
104,15855,0
104,18572,0
104,16362,1
104,16703,1
104,18509,-1
104,16451,1
105,17413,-1
105,16869,1
105,17314,1
105,17142,0
105,16793,1
105,15787,1
105,16789,1
105,16542,1
105,16576,1
105,16333,1
105,16245,1
105,16338,1
105,17041,0
105,16244,1
106,16060,1
106,15999,1
106,16039,1
106,15972,1
106,18645,-1
107,17704,-1
107,16138,1
107,15867,1
107,17746,-1
107,17397,1
107,16764,1
107,17203,1
107,17353,-1
107,17687,-1
107,17724,-1
107,17233,1
107,17595,-1
107,17433,1
108,17357,1
108,17331,-1
108,17212,-1
108,16474,1
108,17737,1
108,16500,0
108,17449,-1
108,17619,1
109,17825,0
109,17972,1
109,17428,0
109,17597,1
109,17704,1
109,17701,0
110,15716,1
110,15956,1
110,15959,1
110,15543,1
110,15991,1
110,17809,1
110,15718,1
110,15958,1
110,16008,1
110,17073,1
110,17045,1
110,15823,1
110,15970,1
110,16046,1
110,17021,1
110,15845,1
110,15852,1
110,15813,1
110,17017,1
110,15827,1
110,16953,1
110,17160,1
110,15955,1
110,15814,1
110,16901,1
110,16673,1
110,17196,1
110,16586,1
110,15680,1
110,16235,1
110,15605,1
110,18157,0
110,16611,1
110,15779,1
110,17365,1
110,15932,0
110,15789,1
110,15760,1
110,15788,1
110,16617,1
110,16209,1
110,18600,1
110,15912,1
110,16208,1
110,16465,1
110,16207,1
110,16206,1
110,16205,1
110,16204,1
110,16337,1
110,16202,1
110,16618,1
110,16246,1
110,18013,0
110,15913,1
110,16333,1
110,16329,1
110,15784,1
110,15915,1
110,16325,1
110,16324,1
110,16320,1
110,16318,1
110,16534,1
110,15785,1
110,16316,1
110,16502,1
110,15918,1
110,17651,1
110,16542,1
110,17469,1
110,16301,1
110,16552,1
110,16553,1
110,17418,-1
110,15781,1
110,15787,0
110,16555,1
110,17482,1
110,16563,1
110,16201,1
110,16361,1
110,16203,1
110,16364,1
110,17738,1
110,15864,1
110,16158,1
110,17286,1
110,17285,1
110,16156,1
110,16712,1
110,16154,1
110,15596,1
110,16146,1
110,16374,1
110,17525,1
110,15803,1
110,16414,1
110,16402,1
110,17232,1
110,16118,1
110,17585,1
110,16104,1
110,15855,1
110,18954,1
110,15854,1
110,16401,1
110,15670,1
110,16366,1
110,16699,1
110,15914,1
110,16190,1
110,17335,1
110,15593,1
110,16654,1
110,16671,1
110,16191,1
110,15872,1
110,16672,1
110,15694,1
110,15937,1
110,16188,1
110,16177,1
110,16365,1
110,16176,1
110,16193,1
110,17346,1
110,15911,0
110,16200,1
110,16645,1
110,16674,1
110,16189,1
111,17636,1
111,17614,1
111,17331,1
111,17359,0
111,16892,1
112,18186,1
112,17694,1
112,18462,1
112,17292,1
112,18584,1
112,18282,1
112,18630,1
112,17159,1
112,16235,1
113,16966,1
113,17379,1
113,17718,1
113,17764,1
113,15708,1
113,16686,1
114,18766,1
114,19014,1
114,18988,1
114,18977,1
114,19020,1
114,19031,1
114,15716,1
114,15749,1
114,18894,1
114,18932,1
114,17797,1
114,18279,1
114,19094,1
115,17586,1
115,17541,1
115,17240,0
115,17008,1
115,17542,1
115,17584,-1
115,17464,1
115,17506,1
115,17313,1
115,17431,1
115,17427,0
115,17421,1
115,17664,1
115,17474,-1
115,17475,1
115,17509,1
115,17667,1
115,17676,-1
115,17489,1
115,17495,1
115,17349,1
115,17591,1
115,17048,1
115,17484,1
115,17518,1
115,17035,1
115,16895,1
115,16120,1
115,16098,-1
116,16378,1
116,15807,1
116,16385,1
116,15656,1
116,16881,1
116,17033,1
116,16924,1
116,16415,1
116,15667,1
117,18084,1
117,17514,1
117,18081,1
117,16237,1
117,17506,1
117,17645,1
118,18387,-1
118,16501,1
118,18703,-1
118,18538,1
118,18426,1
118,18506,1
118,18431,1
119,16304,1
119,17086,1
119,16916,1
119,16120,1
119,16750,1
119,17095,1
119,17381,1
119,17807,1
119,16554,1
119,16877,0
120,17972,1
120,17962,1
120,16916,1
120,17086,1
120,17951,1
120,17857,-1
120,17953,-1
121,16848,1
121,17275,1
121,16254,1
121,17663,1
121,16261,1
121,16711,1
121,17021,1
121,16987,1
121,16327,1
121,18128,1
121,17110,1
121,16718,1
121,16846,1
122,17776,1
122,17368,1
122,17764,1
122,17139,1
122,17783,1
122,17513,1
122,17811,1
122,17921,1
123,18134,1
123,18521,-1
123,19061,1
123,19019,1
123,18497,0
123,17521,1
123,18643,-1
123,18425,1
123,16658,1
124,19059,1
124,18753,1
124,18644,1
124,18991,1
124,18752,1
124,18754,1
125,18102,1
125,15834,0
125,15973,1
125,17165,1
125,15647,1
125,15799,1
125,16677,1
125,16455,1
125,15632,1
126,16212,1
126,16765,1
126,17561,0
126,16024,-1
126,16617,1
126,16172,1
127,18856,1
127,17679,1
127,17978,0
127,17496,1
127,19083,1
127,18845,-1
127,16238,0
127,18414,1
127,17812,-1
127,17860,1
127,18599,1
127,17900,-1
127,17383,0
127,17046,1
127,16242,0
127,16830,1
127,18029,1
128,17776,0
128,17684,1
128,17667,1
128,17676,1
128,17590,1
128,17774,1
128,17317,1
128,16897,1
128,15877,1
128,16732,1
128,17296,1
129,17335,0
129,16712,1
129,15852,-1
129,17097,1
129,16507,1
130,18609,1
130,17645,1
130,17584,1
130,16759,1
130,18121,1
131,17228,1
131,17275,0
131,17254,1
131,17339,1
131,17273,1
131,17368,1
131,16501,1
132,17996,-1
132,17700,-1
132,17504,-1
132,17228,1
132,18023,-1
132,17911,0
133,16547,1
133,17701,-1
133,17704,1
133,17151,1
133,15658,1
133,18061,-1
134,17356,1
134,15971,1
134,17488,1
134,15938,0
134,15934,1
134,16934,1
134,15966,-1
134,18164,0
134,16617,1
134,17273,1
134,15956,1
134,15990,1
135,18277,1
135,18367,1
135,18199,1
135,17029,1
135,18238,0
135,18497,0
135,17936,-1
135,15543,1
135,18419,1
135,16268,1
135,18169,1
135,17208,1
135,18074,1
135,18629,1
136,15900,1
136,15646,1
136,17762,1
136,17864,-1
136,16066,1
136,16687,1
136,17901,1
136,15553,1
136,16739,1
136,17820,1
136,17907,1
137,16098,0
137,15543,1
137,16940,0
137,18045,1
137,16348,1
137,16774,1
137,16188,1
137,16172,1
137,15813,1
137,17583,0
137,15912,1
137,17449,0
137,16401,1
137,17713,-1
137,16864,0
137,17072,1
138,17523,1
138,17636,1
138,15937,1
138,17528,1
138,18045,1
138,15595,1
138,18263,1
138,18240,-1
138,17984,1
138,17795,-1
138,16553,0
138,18572,-1
138,17646,0
138,18004,-1
138,18521,0
138,18179,1
138,18102,1
138,17653,1
138,18123,1
138,18422,1
138,18055,1
138,18211,1
138,17651,1
138,18202,1
138,16075,1
139,18305,1
139,18190,1
139,17228,1
139,17950,1
139,18152,1
139,17808,1
139,18062,1
139,18198,1
139,19038,1
139,19039,1
139,18188,1
139,18081,1
139,18151,0
139,17923,1
139,18136,1
139,18002,1
139,16080,1
139,18138,1
140,16534,1
140,15974,1
140,16053,1
140,16015,1
140,15988,1
140,16902,1
141,17939,1
141,18082,1
141,17755,-1
141,17913,1
141,18075,1
141,17761,-1
142,17923,0
142,17912,0
142,17864,1
142,17962,0
142,17878,0
142,17592,1
143,15913,1
143,18048,1
143,16320,1
143,16373,1
143,16501,1
143,15813,1
144,17286,1
144,17233,1
144,16576,1
144,15795,1
144,15682,1
144,16330,1
144,16280,1
144,17220,1
144,16404,1
144,17503,1
144,18216,1
144,17887,1
144,16840,1
144,16277,1
144,17029,1
144,15784,1
144,15690,1
144,17441,1
144,15785,1
144,16978,0
144,15543,1
144,15788,1
144,18169,1
144,15789,1
144,15790,1
144,16979,1
144,15855,1
144,16523,-1
144,15753,1
145,17245,1
145,17240,-1
145,17095,1
145,16916,1
145,17590,1
145,17785,1
145,15709,1
146,16017,1
146,17751,1
146,16387,1
146,17701,0
146,16504,1
146,17448,1
146,17212,1
147,17664,-1
147,17665,-1
147,17755,-1
147,16732,-1
147,17696,-1
147,17713,-1
147,17828,1
148,19092,1
148,19040,0
148,19003,1
148,18102,1
148,18969,0
148,16363,1
148,18718,0
149,17073,1
149,15978,1
149,18972,1
149,18831,1
149,17561,1
149,18520,1
150,17786,1
150,16281,1
150,17690,1
150,17583,0
150,16282,1
150,17122,1
150,17193,1
150,17631,1
151,18069,-1
151,18701,1
151,18702,1
151,17781,-1
151,18078,1
151,18703,1
151,16481,1
151,18085,1
151,18713,1
151,18898,0
151,18716,1
151,18244,1
151,18696,1
151,17151,1
151,18960,1
151,18163,1
151,16618,1
151,15877,1
151,16062,1
151,16607,1
151,18624,1
151,18643,1
151,18645,1
151,15658,1
151,17959,1
151,18476,1
151,18654,1
151,17428,1
151,17430,1
151,16793,1
151,18427,1
151,18670,-1
151,18116,1
151,17449,1
151,15709,1
151,18967,1
151,18195,1
151,18045,1
151,17264,1
151,18385,0
151,17657,1
151,18810,1
151,17086,1
151,17647,1
151,17702,1
151,16131,1
151,19027,1
151,18529,-1
151,19040,1
151,18734,1
152,16188,1
152,16337,1
152,15543,1
152,17924,1
152,16192,1
152,17995,1
152,16542,1
152,17530,1
152,16856,1
152,15986,1
153,17701,1
153,18151,0
153,17235,0
153,15708,1
153,16080,1
153,18190,1
153,18254,1
153,17774,1
153,18165,1
153,17228,1
153,18075,1
153,16434,1
153,17684,1
153,17105,1
153,18192,1
154,17559,1
154,15704,1
154,15706,1
154,17575,1
154,17923,1
154,17805,1
155,17680,1
155,17789,1
155,17687,1
155,17853,-1
155,17704,1
156,17449,-1
156,16131,-1
156,17428,-1
156,17212,1
156,16149,1
156,16890,1
156,17319,1
156,17202,1
156,16232,1
156,17359,-1
156,17071,1
157,18993,0
157,19003,1
157,18970,0
157,18893,0
157,17601,1
157,18988,1
158,16963,1
158,17262,1
158,16610,1
158,17679,1
158,17690,-1
158,17838,1
158,16119,1
158,17272,1
158,15956,1
158,18055,1
158,17771,-1
158,17806,1
158,17496,1
158,17268,1
158,17482,1
158,17603,1
158,18101,1
159,16096,-1
159,16093,-1
159,16094,1
159,16092,1
159,16091,1
159,16090,1
159,16089,1
160,18928,1
160,16192,1
160,18939,1
160,18990,1
160,18352,1
161,17085,1
161,16610,1
161,15900,1
161,15757,1
161,18158,1
161,17259,1
161,17213,1
161,16732,1
161,17230,1
162,18650,1
162,18859,0
162,19047,1
162,18651,1
162,19022,1
162,19068,1
162,19052,1
162,19037,1
162,18576,1
163,18988,1
163,18699,1
163,18786,1
163,19041,0
163,18532,1
163,18838,1
163,18831,1
163,18932,1
164,15750,1
164,18806,1
164,15745,1
164,15564,1
164,16890,1
165,15773,1
165,16366,1
165,16453,0
165,16385,1
165,16465,1
165,16464,1
165,17906,0
165,17653,1
165,18886,1
165,16316,1
165,16917,1
166,16753,1
166,15541,1
166,16535,1
166,15568,1
166,16545,1
166,15581,1
166,16739,1
166,16738,1
166,15575,1
167,18039,1
167,18177,1
167,18051,1
167,18044,1
167,18072,1
167,18148,-1
168,18954,1
168,16701,1
168,15855,1
168,16326,1
168,16091,1
168,15964,1
168,16338,1
168,17525,1
168,18158,1
168,16311,1
168,17286,1
168,18233,1
168,16519,1
168,16611,1
168,16092,1
168,17285,1
169,16215,1
169,17635,1
169,17716,1
169,15668,-1
169,15653,1
169,16954,1
169,17315,1
169,17463,-1
169,16848,1
170,16109,1
170,16707,1
170,17463,1
170,15956,1
170,16638,1
170,16106,1
171,17620,1
171,18299,1
171,18550,1
171,18405,0
171,18498,1
171,16869,1
171,18492,1
172,17666,1
172,17536,0
172,16739,1
172,17713,1
172,17430,1
172,17962,1
173,18231,1
173,16042,1
173,17805,1
173,16009,1
173,17786,1
173,18142,1
173,17939,1
174,16474,1
174,16797,1
174,17037,1
174,17359,-1
174,17212,1
175,18396,0
175,18015,1
175,18075,0
175,18252,1
175,18189,1
175,18169,1
175,17939,1
175,18285,0
175,16791,1
175,18187,-1
175,18258,1
175,18056,1
176,17890,1
176,15999,1
176,17962,0
176,15895,1
176,17490,0
176,15569,1
176,17105,1
176,15719,1
176,15704,1
176,17317,1
176,15896,1
176,16527,1
176,17808,1
176,18136,0
176,16304,1
176,17976,1
176,15718,1
176,16554,1
176,16732,0
176,18081,1
176,17509,0
176,16877,1
176,16610,1
176,17945,1
176,17368,1
176,17021,1
176,17676,1
176,16585,1
176,17198,1
176,18197,0
176,18079,0
176,17911,1
176,17684,0
176,17531,1
176,15887,0
176,18002,0
176,17621,1
176,17070,0
176,17235,0
176,17533,1
176,17176,1
176,17339,1
176,17062,1
176,17427,0
176,17805,0
176,18198,1
177,16614,1
177,15966,1
177,16011,0
177,15938,1
177,18227,1
177,15990,1
178,17363,1
178,15766,1
178,17373,1
178,16849,1
178,16850,1
178,17020,1
178,16758,1
178,16046,1
178,16869,1
178,16384,1
