iteration = 0
iteration = 18
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; 1]
1,3,1 [0 ; -1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [0 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 19
0,1,1 [1 ; 1]
0,2,-1 [0 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [0 ; 1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [1 ; 1]
9,8,1 [0 ; 1]
iteration = 20
0,1,1 [1 ; 1]
0,2,-1 [0 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [0 ; 1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 21
0,1,1 [0 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 22
0,1,1 [1 ; 1]
0,2,-1 [0 ; 1]
2,3,-1 [0 ; 1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [1 ; 1]
9,8,1 [0 ; 1]
iteration = 23
0,1,1 [1 ; 1]
0,2,-1 [0 ; 1]
2,3,-1 [0 ; 1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 24
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; -1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 25
0,1,1 [1 ; 1]
0,2,-1 [0 ; -1]
2,3,-1 [0 ; 1]
1,3,1 [0 ; -1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 26
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; -1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [0 ; -1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 27
0,1,1 [0 ; -1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [0 ; -1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 28
0,1,1 [0 ; -1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [0 ; -1]
3,4,1 [1 ; 1]
3,5,-1 [0 ; 1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 29
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [0 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 30
0,1,1 [1 ; 1]
0,2,-1 [0 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [0 ; 1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 31
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; -1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 32
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [0 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [0 ; 1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 33
0,1,1 [0 ; -1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; 1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 34
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; 1]
1,3,1 [0 ; -1]
3,4,1 [1 ; 1]
3,5,-1 [0 ; -1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 35
0,1,1 [0 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 36
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [1 ; 1]
9,8,1 [0 ; 1]
iteration = 37
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [0 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [1 ; 1]
9,8,1 [0 ; 1]
iteration = 38
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; -1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [0 ; -1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 39
0,1,1 [0 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [1 ; 1]
9,8,1 [0 ; 1]
iteration = 40
0,1,1 [0 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 41
0,1,1 [0 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 42
0,1,1 [1 ; 1]
0,2,-1 [0 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 43
0,1,1 [0 ; -1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; 1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [0 ; -1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 44
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; -1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [1 ; 1]
9,8,1 [0 ; 1]
iteration = 45
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 46
0,1,1 [0 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 47
0,1,1 [0 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [0 ; 1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 48
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [0 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [0 ; 1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [1 ; 1]
9,8,1 [0 ; 1]
iteration = 49
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; -1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [0 ; -1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 50
0,1,1 [0 ; -1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; 1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [1 ; 1]
9,8,1 [0 ; 1]
iteration = 51
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [0 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [0 ; 1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 52
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 53
0,1,1 [1 ; 1]
0,2,-1 [0 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [0 ; 1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 54
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; 1]
1,3,1 [0 ; -1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [1 ; 1]
9,8,1 [0 ; 1]
iteration = 55
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; -1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [0 ; 1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 56
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; 1]
1,3,1 [0 ; -1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 57
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; 1]
1,3,1 [0 ; -1]
3,4,1 [1 ; 1]
3,5,-1 [0 ; -1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [1 ; 1]
9,8,1 [0 ; 1]
iteration = 58
0,1,1 [1 ; 1]
0,2,-1 [0 ; 1]
2,3,-1 [0 ; 1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 59
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; 1]
1,3,1 [0 ; -1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [0 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 60
0,1,1 [1 ; 1]
0,2,-1 [0 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [1 ; 1]
9,8,1 [0 ; 1]
iteration = 61
0,1,1 [1 ; 1]
0,2,-1 [0 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [0 ; 1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 62
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; 1]
1,3,1 [0 ; -1]
3,4,1 [0 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [1 ; 1]
9,8,1 [0 ; 1]
iteration = 63
0,1,1 [0 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [0 ; 1]
2,5,-1 [1 ; -1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [0 ; -1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 64
0,1,1 [1 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [0 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [0 ; 1]
7,9,1 [1 ; 1]
9,8,1 [1 ; 1]
iteration = 65
0,1,1 [0 ; 1]
0,2,-1 [1 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [1 ; 1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [0 ; 1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 66
0,1,1 [1 ; 1]
0,2,-1 [0 ; -1]
2,3,-1 [1 ; -1]
1,3,1 [1 ; 1]
3,4,1 [0 ; -1]
3,5,-1 [1 ; -1]
2,5,-1 [0 ; 1]
5,6,-1 [1 ; -1]
1,7,-1 [1 ; -1]
7,4,1 [1 ; 1]
7,8,1 [1 ; 1]
7,9,1 [0 ; 1]
9,8,1 [1 ; 1]
iteration = 67
0,1,1 [0 ; -1]
0,2,-1 [1 ; -1]
2,3,-1 [0 ; 1]
